X,Y,Name,description,altitudeMode,sta,Field1,lon,staname,elev,lat,net,FID,Field_1
-151.8947,61.3764,"b'Spurr Beluga Lake, Mount Spur, Alaska'",,clampToGround,b'SPBL',466,-151.8947,"b'Spurr Beluga Lake, Mount Spur, Alaska'",0.927,61.3764,"b'AV, Spurr'",104,"b'Spurr Beluga Lake, Mount Spur, Alaska'"
-152.1854,61.2244,"b'Ckakachatna North Broadband, Mount Spurr, Alaska'",,clampToGround,b'SPCN',469,-152.1854,"b'Ckakachatna North Broadband, Mount Spurr, Alaska'",0.735,61.2244,"b'AV, Spurr, nomag'",105,"b'Ckakachatna North Broadband, Mount Spurr, Alaska'"
-152.155,61.2655,"b'Crater Peak Broadband, Mount Spurr, Alaska'",,clampToGround,b'SPCP',470,-152.155,"b'Crater Peak Broadband, Mount Spurr, Alaska'",1.616,61.2655,"b'AV, Spurr, mag'",106,"b'Crater Peak Broadband, Mount Spurr, Alaska'"
-152.2091,61.2003,"b'Ckakachatna River, Mount Spurr, Alaska'",,clampToGround,b'SPCR',471,-152.2091,"b'Ckakachatna River, Mount Spurr, Alaska'",0.984,61.2003,"b'Spurr, AV'",107,"b'Ckakachatna River, Mount Spurr, Alaska'"
-152.0566,61.1811,"b'Mount Spurr, Mount Spurr, Alaska'",,clampToGround,b'SPU',474,-152.0566,"b'Mount Spurr, Mount Spurr, Alaska'",0.8,61.1811,"b'AV, Spurr, mag'",108,"b'Mount Spurr, Mount Spurr, Alaska'"
-152.559,61.2735,"b'Spurr West, Mount Spurr, Alaska'",,clampToGround,b'SPWE',475,-152.559,"b'Spurr West, Mount Spurr, Alaska'",1.317,61.2735,"b'AV, Spurr, nomag'",109,"b'Spurr West, Mount Spurr, Alaska'"
-164.1265,54.7718,"b'Shishaldin Broadband A, Shishldin Volcano, Alaska'",,clampToGround,b'SSBA',476,-164.1265,"b'Shishaldin Broadband A, Shishldin Volcano, Alaska'",0.766,54.7718,"b'AV, mag, Shshldn'",110,"b'Shishaldin Broadband A, Shishldin Volcano, Alaska'"
-163.9979,54.8109,"b'North, Shishaldin Volcano, Alaska'",,clampToGround,b'SSLN',478,-163.9979,"b'North, Shishaldin Volcano, Alaska'",0.637,54.8109,"b'AV, Shshldn, mag'",111,"b'North, Shishaldin Volcano, Alaska'"
-164.0008,54.7111,"b'South, Shishaldin Volcano, Alaska'",,clampToGround,b'SSLS',479,-164.0008,"b'South, Shishaldin Volcano, Alaska'",0.817,54.7111,"b'AV, Shshldn, mag'",112,"b'South, Shishaldin Volcano, Alaska'"
-177.9853,51.899,"b'Falls Point, Tanaga Volcano, Alaska'",,clampToGround,b'TAFP',489,-177.9853,"b'Falls Point, Tanaga Volcano, Alaska'",0.44,51.899,"b'Tanaga, AV, mag'",113,"b'Falls Point, Tanaga Volcano, Alaska'"
-177.8148,51.8144,"b'Point Aries, Tanaga Volcano, Alaska'",,clampToGround,b'TAPA',491,-177.8148,"b'Point Aries, Tanaga Volcano, Alaska'",0.64,51.8144,"b'Tanaga, AV, mag'",114,"b'Point Aries, Tanaga Volcano, Alaska'"
-178.039,51.8339,"b'Southeast, Tanaga Volcano, Alaska'",,clampToGround,b'TASE',492,-178.039,"b'Southeast, Tanaga Volcano, Alaska'",0.682,51.8339,"b'Tanaga, AV, mag'",115,"b'Southeast, Tanaga Volcano, Alaska'"
-142.8292,60.7541,"b'Tana Glacier, AK, USA'",,clampToGround,b'TGL',496,-142.8292,"b'Tana Glacier, AK, USA'",1.2664,60.7541,"b'AK, mag'",116,"b'Tana Glacier, AK, USA'"
-166.5045,53.8452,"b'Unalaska Valley, AK, USA'",,clampToGround,b'UNV',512,-166.5045,"b'Unalaska Valley, AK, USA'",0.065,53.8452,"b'CREST, mag, AK'",117,"b'Unalaska Valley, AK, USA'"
-144.3305,61.9858,"b'Chichokna Glacier, Wrangell, Alaska'",,clampToGround,b'WACK',517,-144.3305,"b'Chichokna Glacier, Wrangell, Alaska'",2.28,61.9858,"b'AV, Wrangell, mag'",118,"b'Chichokna Glacier, Wrangell, Alaska'"
-148.5509,62.8295,"b'Susitna Watana 1, AK, USA'",,clampToGround,b'WAT1',519,-148.5509,"b'Susitna Watana 1, AK, USA'",0.722,62.8295,"b'AK, mag, Watana'",119,"b'Susitna Watana 1, AK, USA'"
-164.755,54.5902,"b'Beartrack Creek, Westdahl Peak, Alaska'",,clampToGround,b'WEBT',525,-164.755,"b'Beartrack Creek, Westdahl Peak, Alaska'",0.467,54.5902,"b'AV, mag, Westdahl'",120,"b'Beartrack Creek, Westdahl Peak, Alaska'"
-164.7796,54.53,"b'Cape Sarichef, Westdahl Peak, Alaska'",,clampToGround,b'WECS',526,-164.7796,"b'Cape Sarichef, Westdahl Peak, Alaska'",0.639,54.53,"b'AV, Westdahl'",121,"b'Cape Sarichef, Westdahl Peak, Alaska'"
-164.586,54.4723,"b'Southeast, Westdahl Peak, Alaska'",,clampToGround,b'WESE',527,-164.586,"b'Southeast, Westdahl Peak, Alaska'",0.953,54.4723,"b'AV, Westdahl, mag'",122,"b'Southeast, Westdahl Peak, Alaska'"
-164.5804,54.5761,"b'South, Westdahl Peak, Alaska'",,clampToGround,b'WESN',528,-164.5804,"b'South, Westdahl Peak, Alaska'",0.549,54.5761,"b'AV, Westdahl, mag'",123,"b'South, Westdahl Peak, Alaska'"
-165.98,54.0907,"b'Zero, Akutan Volcano, Alaska'",,clampToGround,b'ZRO',553,-165.98,"b'Zero, Akutan Volcano, Alaska'",0.446,54.0907,"b'AV, Akutan, mag'",124,"b'Zero, Akutan Volcano, Alaska'"
